ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
6996,F,Flight,4,1,267,2,medium,M,9,5230
10230,F,Ship,5,3,284,5,medium,F,4,5343
6024,F,Flight,5,5,238,5,low,M,2,1657
298,B,Ship,4,4,232,2,low,M,36,2861
825,A,Flight,3,1,142,2,high,M,18,1428
2077,D,Ship,3,4,172,10,high,F,23,1875
679,D,Road,3,3,117,3,medium,M,56,1618
10691,C,Flight,3,3,159,2,medium,F,6,5269
5209,D,Flight,4,1,184,3,low,F,8,4667
2175,A,Road,3,5,166,3,low,F,1,1366
2336,F,Flight,5,5,273,3,medium,F,18,2415
9092,F,Ship,4,3,251,5,medium,M,2,1482
3534,F,Ship,5,1,245,3,low,M,6,4343
10533,A,Road,5,2,146,2,low,M,2,4075
10905,A,Ship,4,2,218,2,low,M,4,4299
5375,C,Ship,3,1,219,2,medium,F,10,4390
6038,F,Flight,6,2,293,4,low,F,4,1764
10838,F,Flight,3,4,212,2,low,M,7,4742
9374,F,Ship,4,2,196,5,low,M,5,4994
6686,F,Ship,3,3,243,2,low,M,3,4675
1820,F,Ship,2,3,169,3,medium,M,48,1279
905,C,Ship,5,5,236,3,medium,F,62,3365
9311,C,Road,4,1,213,5,low,M,10,5492
4795,D,Flight,3,3,272,8,high,M,7,5257
597,A,Ship,4,3,230,3,low,F,62,2236
9346,B,Ship,4,1,157,2,medium,F,7,4690
3106,B,Ship,5,2,214,6,low,F,3,3234
3880,B,Ship,5,2,175,3,low,M,1,4019
9184,B,Flight,5,1,247,5,low,M,10,1562
2423,C,Ship,3,2,154,2,high,F,4,1009
9692,F,Ship,6,5,275,4,low,M,2,1700
3769,D,Ship,4,1,240,4,low,M,9,4471
8148,F,Ship,3,3,200,3,high,F,2,4777
347,C,Ship,5,5,260,2,medium,F,55,2791
1489,D,Road,4,3,164,3,low,M,28,1880
6164,F,Flight,5,4,211,3,medium,F,7,4856
8787,A,Ship,5,1,213,2,high,F,10,5607
2367,A,Ship,5,4,200,3,medium,M,24,2078
2873,C,Flight,4,2,257,4,high,M,58,2269
9938,F,Ship,7,1,310,4,medium,F,8,1601
1987,D,Ship,5,4,138,2,medium,M,38,1803
7263,A,Flight,5,2,240,2,medium,M,4,4447
9745,D,Ship,5,1,238,5,low,F,5,5854
4544,F,Ship,6,5,291,4,low,M,3,1102
5877,A,Road,4,3,203,4,low,F,1,5274
10698,F,Flight,2,5,157,3,medium,F,4,4888
719,C,Ship,4,5,187,2,low,M,44,3218
9145,D,Ship,5,3,268,5,medium,M,5,1365
4416,F,Ship,5,3,181,3,high,M,7,5675
4070,F,Ship,2,1,271,8,medium,F,5,4924
5847,A,Ship,5,5,193,5,high,F,4,5087
9276,F,Ship,4,5,142,4,medium,F,6,5027
397,D,Road,3,4,205,3,low,F,10,2728
5155,D,Ship,2,4,193,4,low,M,7,5552
44,F,Ship,3,1,174,2,low,M,44,1556
7468,B,Ship,5,1,245,5,low,F,5,1996
3496,B,Ship,4,1,134,2,medium,F,7,5967
74,F,Ship,4,5,215,3,medium,F,21,3984
3436,B,Flight,3,4,217,2,medium,F,9,5450
7784,F,Road,6,5,244,3,low,M,9,5634
8156,F,Ship,3,3,224,3,medium,F,5,4214
2428,B,Ship,4,3,223,3,low,M,35,2715
4099,D,Road,3,2,250,3,medium,F,4,5361
8801,C,Ship,3,3,232,2,medium,F,8,5544
4232,F,Road,4,5,194,2,low,F,1,5300
10552,B,Flight,5,3,119,2,low,M,8,5290
6265,D,Ship,6,4,244,4,medium,F,1,1179
5166,F,Ship,5,5,171,3,low,M,8,4227
5994,F,Ship,3,4,148,3,low,F,8,5267
3687,A,Road,4,2,197,3,low,M,4,5800
2119,D,Ship,3,2,232,2,low,F,58,2054
7304,F,Ship,5,1,248,3,low,F,2,4075
1550,F,Ship,4,1,134,3,medium,F,37,1818
9185,C,Flight,4,3,219,5,low,F,8,1702
10543,D,Road,3,4,158,2,low,M,8,4086
1340,F,Ship,2,2,240,3,low,M,53,2980
6908,F,Ship,6,4,297,4,low,F,9,1249
7594,B,Ship,5,3,150,4,medium,F,1,5211
9573,A,Road,3,1,195,5,low,F,4,4034
3166,B,Flight,3,1,178,3,low,M,3,4811
4280,F,Ship,4,3,191,3,medium,M,1,4219
3006,F,Road,5,2,159,3,medium,F,63,1675
1477,D,Ship,4,1,159,3,medium,M,13,1445
8408,F,Ship,6,5,167,2,low,M,10,4013
9776,F,Ship,4,1,255,3,medium,F,6,4313
1373,C,Flight,4,5,150,2,low,F,30,1782
10595,C,Ship,3,2,183,2,medium,F,6,4313
7892,F,Ship,4,4,166,2,low,M,8,5192
10016,F,Flight,3,4,245,2,medium,F,1,4427
4697,C,Ship,3,5,204,2,medium,F,5,4504
4679,C,Ship,5,4,210,3,medium,F,6,5102
4354,B,Ship,3,2,208,2,low,F,7,4582
2781,A,Ship,3,2,245,4,medium,M,60,2178
6019,D,Road,6,5,278,4,medium,F,6,1140
5695,D,Ship,5,3,142,4,medium,F,4,5116
2490,F,Ship,5,3,148,3,medium,F,48,1099
1639,D,Road,4,4,209,3,medium,F,52,2740
1518,F,Flight,3,2,270,4,high,M,29,3768
8178,F,Ship,5,2,139,3,low,M,9,5920
8162,F,Ship,3,5,241,3,low,F,4,4132
279,A,Flight,4,3,171,3,low,F,24,1304
10047,A,Ship,3,2,187,3,medium,F,7,5334
639,A,Ship,6,2,269,4,medium,M,38,3171
4014,F,Ship,4,5,237,2,medium,F,10,4963
2348,F,Ship,5,1,153,2,low,F,55,1414
2787,A,Ship,3,5,206,3,medium,M,21,3746
2519,C,Ship,3,4,175,3,medium,M,4,1519
2239,D,Ship,2,5,236,3,medium,F,13,2171
788,F,Ship,5,1,160,3,medium,F,22,1693
112,B,Road,4,2,239,3,low,F,65,3679
1251,A,Ship,4,4,192,4,medium,F,46,3599
7562,F,Ship,3,3,165,4,medium,M,2,4176
7961,C,Flight,6,1,260,5,low,F,3,1434
5647,D,Ship,3,4,199,4,medium,F,6,5207
179,C,Ship,3,3,192,3,medium,F,2,3995
10463,C,Ship,4,5,259,5,low,F,9,1951
630,F,Ship,4,5,245,2,low,F,19,2616
5023,D,Ship,6,4,275,4,low,F,3,1182
7377,A,Road,3,1,201,2,medium,F,4,4857
7710,F,Ship,5,3,242,5,medium,F,5,1820
3531,A,Ship,4,2,137,3,low,F,6,5271
10202,F,Ship,6,4,271,4,low,F,6,1503
6309,A,Flight,7,5,260,4,low,F,3,1930
3438,F,Flight,4,4,264,3,low,F,2,4279
8729,C,Ship,3,4,238,2,medium,M,7,5974
8710,B,Ship,3,2,244,2,high,F,9,4142
2725,D,Road,4,1,227,3,low,M,5,3100
4503,A,Road,4,5,148,8,medium,M,6,5700
2928,F,Ship,2,3,164,2,medium,M,64,1689
7540,B,Flight,6,3,218,3,low,M,6,4594
8503,D,Flight,5,1,179,2,high,M,8,5301
8687,C,Ship,3,2,150,2,medium,M,5,5264
2759,C,Ship,5,5,149,7,medium,F,50,1346
6217,D,Ship,6,3,292,4,low,F,8,1434
510,F,Ship,5,2,235,3,low,M,14,2984
2506,B,Ship,3,4,138,6,medium,M,5,1853
6730,B,Flight,4,3,225,2,high,F,4,4732
3309,A,Ship,5,3,235,4,medium,F,10,4011
10854,F,Ship,5,3,139,2,medium,F,3,5261
8500,B,Flight,4,5,234,3,medium,F,10,4204
6560,F,Road,7,1,250,4,low,M,9,1890
1079,C,Road,3,5,272,3,medium,M,48,3780
3297,A,Flight,5,4,233,2,low,F,7,4597
9188,F,Flight,5,5,273,5,medium,M,4,1597
8912,F,Flight,6,5,243,4,low,F,6,1898
5544,F,Ship,5,3,193,5,medium,M,3,5888
6490,B,Ship,5,1,232,3,low,F,10,1014
7547,C,Flight,5,5,171,3,medium,F,6,4209
7581,A,Ship,4,4,149,3,medium,M,6,5508
6281,C,Road,6,3,298,4,low,F,1,1657
6598,B,Ship,4,1,219,2,medium,F,2,1752
8708,F,Ship,3,5,248,2,medium,M,1,4108
2605,D,Flight,3,3,203,3,medium,M,29,3261
6173,C,Flight,5,1,225,3,low,M,8,4539
4352,F,Ship,3,4,220,3,medium,F,5,5078
6021,A,Road,6,4,300,4,medium,F,7,1607
6466,B,Ship,4,1,253,4,low,F,1,5621
1614,F,Ship,4,4,143,8,medium,F,39,1345
5988,F,Ship,3,1,204,10,medium,M,5,5375
9604,B,Flight,5,3,206,2,medium,M,7,4531
5008,B,Ship,3,3,156,7,medium,M,2,5467
2139,A,Ship,2,3,140,2,medium,M,20,1832
2324,F,Road,3,4,164,3,low,M,5,1408
3508,B,Ship,3,5,206,3,medium,F,6,5618
6460,B,Ship,4,3,200,4,low,F,10,4291
5956,B,Ship,3,4,153,3,medium,F,9,5474
7172,F,Ship,6,4,250,4,low,M,3,1490
7625,C,Ship,5,1,210,2,low,M,2,4079
7611,A,Ship,3,4,173,3,low,F,8,5979
525,A,Road,5,2,154,3,low,M,40,1238
9623,C,Ship,5,2,266,10,high,M,9,4784
10500,F,Ship,3,4,239,2,low,F,10,5674
3955,D,Road,3,2,269,4,medium,M,1,5797
865,D,Ship,3,4,187,2,high,M,8,3725
1566,F,Ship,4,4,210,3,medium,F,14,3666
6394,B,Ship,5,1,173,2,low,F,4,4242
10685,C,Flight,3,5,169,3,low,F,4,5659
3794,F,Ship,2,2,230,3,low,F,7,4889
6049,D,Ship,5,1,269,6,medium,F,8,1341
241,D,Ship,4,5,270,4,low,M,65,1818
4058,F,Ship,2,1,166,3,medium,M,6,4280
776,F,Ship,3,1,270,3,medium,F,61,3582
3842,F,Flight,3,1,164,3,medium,M,2,5488
3963,A,Road,3,4,186,3,medium,M,7,4536
10225,D,Ship,5,5,217,6,medium,M,1,1761
77,C,Ship,2,3,158,2,medium,F,36,1788
8550,F,Ship,6,5,278,4,low,M,2,1167
5818,B,Ship,2,1,207,4,low,M,1,5742
1879,D,Ship,3,1,136,2,medium,F,61,1509
10922,F,Ship,5,1,234,5,medium,F,9,1932
8658,F,Ship,4,4,252,5,medium,M,2,1995
2665,D,Ship,4,4,199,2,medium,M,25,3705
5284,B,Ship,6,4,292,4,medium,F,7,1094
6353,C,Ship,3,2,253,2,medium,F,2,4567
1912,B,Road,4,2,202,4,low,F,1,3602
6548,F,Ship,6,2,251,4,medium,F,6,1864
4551,A,Ship,4,3,149,3,medium,F,1,1448
10970,F,Flight,5,2,234,5,medium,M,7,1524
5490,F,Flight,4,1,259,7,medium,F,4,5102
10706,F,Ship,5,4,228,5,low,M,9,1044
3941,C,Ship,3,5,267,2,medium,M,4,4703
9738,F,Flight,3,2,210,3,low,F,9,4731
902,F,Ship,5,3,208,3,medium,M,35,3884
6253,D,Ship,5,2,241,2,medium,M,6,4741
9814,B,Ship,5,1,229,4,medium,M,1,4584
3004,B,Road,5,4,280,4,low,F,19,3298
8519,C,Ship,4,4,161,3,low,M,2,5257
8733,A,Ship,6,4,268,4,medium,M,5,4126
4545,A,Ship,6,4,265,4,low,F,9,1511
5395,D,Ship,4,2,262,3,low,M,4,5085
1709,C,Ship,4,2,213,4,low,F,37,2184
6030,F,Flight,4,2,245,5,low,M,8,1122
9712,B,Road,4,5,217,5,low,F,3,1572
6925,D,Ship,6,1,245,4,low,F,10,1606
9060,F,Ship,3,2,199,3,medium,F,10,5768
5350,B,Flight,4,1,254,2,low,M,10,4230
9957,A,Ship,5,2,269,5,medium,F,10,1113
3882,F,Ship,3,2,157,3,high,F,1,5398
5362,B,Ship,4,2,251,2,low,F,10,4898
1682,F,Ship,2,1,121,3,medium,M,25,1124
3790,B,Ship,3,1,154,10,medium,F,3,4524
8510,F,Flight,3,2,233,4,medium,M,1,5886
8453,C,Ship,3,1,268,4,low,M,10,5226
7392,F,Road,5,2,224,2,medium,F,10,5674
10099,D,Ship,3,2,141,3,low,M,7,4682
4181,C,Ship,4,5,199,2,medium,M,4,4762
3029,C,Flight,5,2,172,4,high,F,61,1161
9591,A,Flight,4,4,137,4,medium,F,5,5095
4707,A,Ship,4,5,252,2,low,F,9,4157
1645,D,Flight,3,2,181,3,medium,M,45,3786
9005,C,Ship,4,2,195,2,medium,M,10,4640
6126,F,Ship,3,2,260,3,low,M,9,4591
9227,C,Ship,4,2,247,2,medium,M,7,4955
5609,C,Road,3,4,196,2,medium,F,5,4342
188,F,Ship,2,1,222,2,medium,M,5,3778
7567,D,Ship,4,3,261,4,medium,M,9,5116
699,A,Flight,4,3,264,3,medium,M,23,2376
8720,F,Ship,4,4,265,4,medium,F,6,4607
3691,D,Road,4,4,251,3,high,F,5,5460
4669,D,Flight,5,2,133,2,high,F,2,4556
5844,F,Ship,4,5,134,6,medium,M,7,4881
10075,D,Ship,4,3,136,4,low,M,10,5911
6793,D,Ship,3,1,207,2,low,M,7,4639
4534,B,Flight,6,3,154,2,high,M,7,4732
6299,C,Flight,6,5,253,4,medium,M,1,1977
2310,F,Road,6,2,224,3,medium,F,26,3247
2113,D,Ship,4,2,183,3,low,M,5,3716
2379,A,Ship,5,1,219,3,low,M,14,2447
10594,B,Ship,2,5,188,2,medium,F,9,4610
3726,F,Ship,5,1,206,5,medium,M,2,5766
7701,A,Ship,5,4,199,5,medium,M,6,5210
7767,A,Ship,6,3,282,4,low,M,9,1417
8075,C,Road,4,4,199,3,low,F,9,5016
1385,C,Flight,4,4,127,5,low,F,16,1955
7191,A,Ship,5,2,303,4,low,F,9,1224
1535,C,Ship,3,5,169,2,low,F,20,1021
3500,F,Ship,3,2,195,2,medium,M,9,5779
9674,F,Ship,5,3,267,5,low,F,1,1505
10877,C,Ship,3,3,141,2,low,M,2,5923
10782,F,Ship,4,2,267,5,medium,F,2,1307
6489,A,Ship,3,1,194,3,low,F,1,5566
7336,B,Ship,3,1,215,2,medium,F,9,4940
205,D,Ship,2,5,155,3,low,M,23,1602
372,F,Ship,4,5,159,3,medium,M,18,1808
7612,B,Ship,3,2,198,4,medium,F,4,4564
8445,A,Ship,6,4,281,3,low,F,7,5180
6617,C,Ship,5,2,237,5,medium,M,6,1084
7548,F,Flight,4,2,149,2,low,M,2,4026
7582,B,Ship,5,4,199,4,low,F,7,5740
8389,D,Ship,2,4,149,5,medium,F,7,5541
3422,F,Flight,4,5,159,2,low,M,1,5671
8466,F,Ship,4,5,182,2,medium,F,10,5098
10361,C,Ship,4,3,189,3,medium,F,9,4825
3163,D,Flight,3,1,213,10,medium,M,9,4862
9654,F,Ship,5,5,266,10,high,F,2,5890
8997,A,Ship,4,5,260,3,medium,F,6,4221
4190,F,Ship,4,1,190,2,medium,F,4,4501
2660,F,Ship,5,5,145,3,medium,F,37,1993
9850,B,Road,5,1,243,3,medium,F,10,4037
8721,A,Ship,3,3,187,2,low,F,7,4859
5406,F,Ship,2,2,146,4,low,M,4,5817
3653,C,Ship,5,4,185,3,medium,F,1,4925
3233,C,Ship,3,3,255,2,low,M,8,5955
3916,B,Ship,3,4,250,3,low,M,10,5688
3767,C,Ship,5,2,156,4,low,M,8,5014
2331,A,Flight,3,4,179,2,low,M,51,1041
7150,B,Ship,5,5,235,5,medium,M,9,1032
6155,C,Road,3,5,148,3,low,F,7,5685
4405,D,Ship,3,4,246,3,low,M,1,4020
4959,A,Ship,5,4,250,6,low,F,1,4343
3113,C,Ship,3,5,195,3,medium,F,47,2439
6369,A,Ship,4,2,247,4,high,F,9,4588
7938,F,Road,6,1,250,2,medium,M,4,4016
2092,B,Ship,2,4,225,10,high,M,56,3384
1677,A,Ship,3,4,240,2,medium,F,2,3729
8051,C,Ship,6,1,295,4,low,M,10,1600
1356,F,Road,3,4,218,3,medium,F,4,3534
210,F,Ship,2,5,148,3,high,F,11,1502
9819,A,Ship,3,1,144,2,medium,M,8,5378
1129,D,Ship,4,4,145,4,low,F,35,1210
5697,A,Ship,3,1,183,2,low,M,5,5329
2044,B,Road,4,2,260,2,low,F,31,2805
10852,B,Ship,5,1,241,4,medium,M,7,5519
4124,F,Flight,3,5,184,3,medium,M,1,4161
9149,C,Ship,5,5,162,4,low,M,8,1311
1449,A,Ship,5,3,177,3,low,F,1,1916
9684,F,Ship,4,1,234,5,low,M,3,1134
8236,B,Flight,4,3,211,8,medium,F,6,5583
6827,C,Road,5,4,248,5,low,F,3,1471
10579,D,Ship,4,4,160,3,low,M,1,4770
7064,F,Ship,3,3,179,3,low,F,9,4459
11,C,Flight,3,4,189,2,medium,M,12,2888
7031,C,Ship,3,2,258,2,low,M,1,5862
2542,B,Ship,5,3,156,2,low,M,1,1147
110,F,Ship,4,1,141,3,medium,M,47,1250
6795,A,Ship,4,3,134,10,medium,M,8,4337
2291,C,Ship,4,2,273,4,low,F,26,3223
7965,A,Ship,7,1,291,4,medium,F,1,1796
4726,B,Ship,4,1,194,3,medium,F,6,5282
6956,F,Ship,5,2,257,3,low,F,2,4677
1849,D,Ship,5,5,123,2,low,F,60,1653
4759,D,Ship,7,2,291,4,low,F,8,1275
9279,A,Ship,5,5,221,2,medium,M,10,4255
10966,B,Flight,4,3,225,5,low,M,1,1755
2552,F,Ship,3,5,270,2,medium,F,46,2716
72,F,Ship,5,5,230,2,low,F,2,2229
6726,F,Flight,4,1,152,3,medium,F,3,4250
8737,D,Ship,4,4,229,2,low,F,9,5672
3232,B,Ship,2,3,140,3,low,F,2,4691
3951,A,Road,4,3,270,2,low,M,7,5814
6384,F,Ship,6,5,261,5,low,M,1,5442
8034,F,Ship,5,2,248,5,low,F,3,1046
10733,C,Ship,4,1,261,5,low,F,6,1129
5622,F,Flight,3,3,168,4,low,F,2,4541
2820,F,Ship,4,4,174,2,low,F,11,1577
4520,F,Flight,5,5,132,3,low,M,3,4263
5492,F,Flight,4,4,196,5,low,F,6,4258
5684,F,Ship,4,1,183,3,medium,F,4,4789
7220,F,Ship,5,1,245,5,low,F,3,1956
588,F,Ship,3,5,194,2,medium,M,4,3496
3584,F,Ship,4,5,173,3,low,F,7,4410
1975,D,Ship,5,3,242,3,low,M,58,3411
10090,B,Ship,5,3,137,4,low,F,9,4754
7907,C,Ship,3,5,256,2,medium,F,6,5375
7234,B,Ship,4,2,227,3,medium,M,7,4041
10420,B,Flight,2,1,238,4,medium,F,4,4780
4498,B,Road,3,4,260,4,low,F,10,4109
10188,F,Ship,5,2,243,6,medium,M,7,1752
4563,A,Ship,6,4,272,4,low,F,7,1706
8217,A,Flight,6,5,143,5,high,M,9,4060
6712,B,Flight,4,4,184,3,low,M,8,4453
375,A,Ship,5,1,227,3,low,F,19,3007
4906,B,Road,3,2,162,3,medium,M,6,4505
4766,F,Ship,4,4,140,3,low,F,4,5924
565,D,Flight,3,3,234,2,medium,F,39,2449
6545,C,Ship,6,3,286,4,low,M,5,1750
1054,B,Ship,5,2,173,4,low,M,21,1674
197,C,Ship,2,2,135,3,low,M,15,1339
8753,C,Road,5,1,258,3,high,M,3,4908
3895,D,Ship,2,3,197,3,low,F,7,4632
5049,A,Road,5,1,260,2,low,M,4,5580
5935,D,Ship,3,4,263,6,high,M,3,4429
1145,C,Ship,4,1,118,5,low,M,50,1413
5588,F,Ship,4,5,263,3,medium,M,3,4020
7179,A,Ship,5,2,242,5,medium,F,1,1004
3013,D,Flight,5,5,147,2,medium,M,19,1936
5998,B,Ship,5,3,259,5,low,M,2,1730
2597,C,Road,3,5,189,3,low,F,61,2203
10793,C,Ship,6,1,260,3,low,F,4,1338
9383,C,Ship,3,5,144,3,medium,F,9,5912
361,D,Ship,5,2,246,3,medium,M,49,3236
1285,D,Ship,5,4,214,2,medium,F,1,3709
1589,C,Ship,5,4,185,4,medium,M,31,3565
9555,A,Ship,3,2,204,2,low,F,2,5033
1507,D,Flight,5,3,267,3,low,M,48,3393
784,B,Ship,3,3,140,4,low,F,47,1207
1948,B,Ship,3,2,116,2,low,F,22,1430
908,F,Ship,5,1,165,2,high,M,54,1190
4895,C,Ship,6,5,211,4,medium,F,4,4032
3883,D,Ship,5,3,282,3,medium,M,5,4644
1555,D,Ship,4,5,233,5,medium,F,44,2648
8803,D,Ship,3,3,211,3,medium,M,3,5379
1750,B,Ship,3,1,174,4,low,M,18,1072
8839,D,Ship,5,1,232,5,low,M,6,1427
2808,F,Ship,4,2,216,2,low,F,26,2431
5391,A,Ship,4,2,137,2,medium,F,2,5804
5523,A,Ship,4,2,133,3,low,M,2,1212
6388,B,Ship,4,1,200,2,medium,F,5,5249
1706,F,Ship,3,2,262,3,low,M,54,3150
4671,A,Flight,4,2,252,2,medium,F,6,5414
5076,F,Flight,3,1,197,5,medium,F,6,5919
6867,A,Flight,7,1,302,4,low,M,4,1647
9359,C,Ship,6,1,309,4,medium,F,10,1904
3149,C,Flight,3,3,207,3,high,M,1,5632
9558,F,Ship,4,5,184,3,low,M,5,4039
7326,F,Ship,3,2,239,4,medium,F,10,4410
2086,B,Ship,4,2,233,7,medium,M,56,3925
5881,D,Road,3,5,134,3,low,F,10,4693
4177,D,Ship,3,3,180,3,medium,M,8,5953
697,D,Flight,5,1,149,4,medium,F,20,1110
8749,D,Road,4,5,258,3,low,M,8,4046
1335,A,Ship,3,1,198,4,medium,F,44,2848
8601,A,Ship,6,5,287,4,low,M,8,1465
360,F,Ship,4,3,131,5,low,M,6,1659
5337,A,Road,6,3,233,3,medium,F,9,4293
5860,B,Ship,4,4,159,2,low,M,4,4648
293,C,Ship,4,3,211,4,medium,M,40,3106
9640,B,Ship,5,4,191,3,high,F,7,4435
7730,F,Ship,7,4,291,4,medium,M,1,1817
867,A,Ship,4,1,199,2,low,F,46,3371
5517,A,Ship,6,2,290,4,medium,M,2,1070
9821,C,Ship,4,2,161,2,high,F,8,5654
5267,C,Ship,6,2,304,5,medium,M,6,1178
1608,F,Ship,3,3,233,3,medium,M,35,2204
9208,B,Ship,5,2,229,3,low,F,3,4916
5412,F,Ship,4,4,246,3,low,M,2,5473
5927,C,Ship,6,3,202,3,low,F,5,4930
636,F,Ship,5,3,266,2,low,F,61,2118
8473,D,Road,3,3,227,3,medium,M,3,5644
3067,D,Ship,3,4,158,3,high,M,41,1137
1914,F,Flight,4,3,246,2,low,M,60,2086
1832,F,Ship,2,3,211,3,medium,F,12,3296
7458,F,Ship,4,5,226,6,medium,F,10,1348
9336,F,Ship,3,3,144,3,medium,M,8,5727
2472,F,Flight,5,2,143,3,medium,M,12,1802
8616,F,Road,4,5,239,5,low,M,7,1380
3024,F,Flight,3,4,155,3,medium,M,4,1548
2134,B,Ship,3,3,186,3,medium,M,49,2356
3427,D,Flight,3,5,168,5,medium,M,9,5731
8191,D,Ship,3,3,231,3,medium,F,9,4623
10433,C,Ship,3,3,241,3,medium,F,10,5275
10737,A,Ship,5,3,257,5,medium,F,10,1812
7028,F,Ship,4,4,214,2,high,F,1,4117
10003,D,Flight,4,4,153,3,medium,M,3,4422
950,F,Road,4,1,258,3,medium,M,53,2428
3408,F,Road,3,2,253,3,low,F,7,4915
10550,F,Flight,6,2,205,5,high,M,6,4756
2467,D,Flight,6,1,126,3,medium,F,37,1697
1215,A,Road,3,3,270,4,low,F,18,2397
5714,F,Ship,5,2,280,3,high,F,8,5858
7030,B,Ship,5,1,159,2,medium,F,5,4382
10301,C,Ship,4,2,207,3,medium,F,5,4702
6266,F,Ship,4,4,217,6,medium,M,9,1974
4867,D,Ship,4,3,158,5,medium,F,7,4344
2429,C,Ship,4,5,192,3,medium,F,41,3873
3383,C,Ship,3,4,205,8,medium,F,5,4869
2599,D,Flight,5,1,189,3,medium,F,14,3318
9486,F,Ship,3,5,98,3,medium,F,3,5553
2391,A,Ship,4,2,139,3,medium,M,5,1674
2897,C,Ship,2,2,173,2,medium,M,34,1575
5741,C,Road,4,1,260,3,medium,M,9,5886
10798,B,Road,4,2,251,6,low,F,3,1297
415,D,Flight,2,1,218,2,low,M,15,2745
3623,C,Ship,3,2,146,3,high,F,4,5846
548,F,Flight,5,4,245,5,low,M,6,3592
9163,D,Road,5,3,222,6,low,M,9,1656
3648,F,Ship,4,2,147,3,low,F,5,5174
4279,D,Ship,6,2,271,10,medium,F,2,4145
5481,A,Flight,3,1,222,3,medium,F,8,4650
10660,B,Road,4,4,259,5,low,F,5,1065
7140,F,Flight,5,1,262,6,medium,M,1,1696
7962,F,Flight,7,1,308,4,medium,M,5,1705
2063,C,Flight,4,3,213,2,low,M,27,2034
10987,D,Ship,4,5,255,5,medium,M,5,1458
441,A,Ship,3,5,251,2,high,M,23,2426
213,A,Ship,2,5,127,3,low,M,44,1341
7318,B,Ship,3,5,180,4,low,F,9,5105
8497,D,Flight,2,1,112,5,low,F,1,4543
7040,F,Ship,3,3,182,3,low,F,5,5914
3993,A,Ship,5,4,178,5,low,F,9,4729
4624,B,Ship,5,3,224,2,low,M,6,5962
7694,F,Ship,5,1,216,10,medium,F,2,5672
1404,F,Ship,5,2,268,3,medium,F,41,3716
9934,B,Ship,5,5,235,5,low,M,4,1758
3924,F,Ship,4,2,151,4,medium,F,5,5469
10603,D,Ship,5,2,176,4,low,M,1,5810
4573,D,Ship,3,2,182,2,low,M,10,4391
3860,F,Ship,5,2,249,3,medium,M,6,5212
10982,F,Ship,5,2,251,6,low,M,10,1196
1344,F,Road,4,5,218,3,low,M,25,2682
1609,D,Ship,3,1,227,3,medium,M,52,3336
7357,D,Ship,3,1,201,3,low,F,6,4953
2132,F,Ship,3,3,109,2,medium,M,18,1661
6220,B,Ship,6,5,258,4,low,M,5,1966
7137,A,Flight,5,4,238,3,high,F,5,5907
2591,C,Road,4,2,161,3,medium,F,10,1928
1584,F,Ship,5,5,214,3,low,F,31,2033
8715,A,Ship,3,5,222,4,medium,F,9,4247
5276,F,Ship,6,2,281,2,medium,F,9,1715
9384,F,Ship,5,4,157,7,medium,M,3,4723
1131,A,Ship,5,1,230,6,low,F,60,2067
458,F,Ship,3,4,145,8,low,F,15,1429
567,A,Ship,3,1,163,4,low,F,20,1940
5533,D,Ship,7,3,270,4,medium,F,10,1211
3564,F,Flight,2,5,134,10,high,M,8,5472
10555,D,Flight,4,3,248,3,medium,F,5,4667
6863,C,Flight,6,2,308,5,medium,M,4,1303
5983,D,Ship,4,3,269,2,medium,M,2,4158
4874,F,Ship,4,4,225,2,medium,M,10,4829
3147,A,Flight,4,1,172,3,medium,M,7,4883
6873,A,Ship,2,3,164,5,low,M,7,1243
6156,F,Road,4,5,159,2,low,F,3,5704
5538,F,Ship,5,4,219,5,low,M,5,1388
6316,B,Flight,5,3,257,5,medium,F,7,1565
9361,D,Ship,7,2,244,4,medium,F,8,1477
2258,F,Ship,4,5,178,3,low,F,5,1012
2527,D,Ship,4,1,252,3,medium,F,30,2669
8682,F,Ship,3,3,192,3,medium,M,4,5479
4419,A,Ship,3,1,238,3,medium,F,5,4399
2870,F,Road,4,5,203,2,low,F,20,2421
9602,F,Flight,3,1,246,3,low,F,10,4707
5499,A,Ship,7,3,281,4,low,M,1,1215
6368,F,Ship,3,1,266,3,low,M,5,5154
6203,C,Ship,4,2,252,3,medium,M,8,4262
2085,A,Ship,3,2,173,3,high,M,40,1723
949,D,Road,3,3,255,2,medium,M,3,2894
7832,F,Ship,2,1,166,3,medium,F,7,5990
7411,D,Flight,6,4,290,4,low,F,3,1544
6343,D,Ship,3,1,286,4,medium,M,4,5106
1628,F,Road,4,2,104,7,medium,F,46,1438
9971,C,Ship,5,5,163,2,high,M,6,5253
6642,F,Ship,5,5,135,2,low,F,1,4324
5990,F,Ship,4,2,134,3,low,F,9,4214
1303,D,Ship,4,1,152,3,medium,F,65,1706
6555,A,Road,6,2,309,4,low,F,6,1335
6169,D,Flight,5,2,197,4,high,M,4,4339
4390,B,Flight,3,3,201,2,medium,F,8,5032
3007,D,Road,5,4,269,3,medium,M,15,2522
8467,D,Ship,2,2,156,3,low,F,5,5628
7640,F,Ship,4,3,248,2,medium,F,10,5211
